05/01/1998	3.98	DRJ	A386	1
05/01/1998	4.26	DRJ	A386	1
05/01/1998	4.62	DRJ	A386	1
05/01/1998	3.98	DRJ	A386	1
05/01/1998	4.64	DRJ	A386	1
05/01/1998	4.34	DRJ	A386	1
05/02/1998	3.73	CMB	A386	1
05/02/1998	4.42	CMB	A386	1
05/02/1998	4.45	CMB	A386	1
05/02/1998	5.02	CMB	A386	1
05/02/1998	3.67	CMB	A386	1
05/02/1998	4.62	CMB	A386	1
05/03/1998	3.91	RMM	A386	1
05/03/1998	4.73	RMM	A386	1
05/03/1998	3.65	RMM	A386	1
05/03/1998	5.19	RMM	A386	1
05/03/1998	4.64	RMM	A386	1
05/03/1998	5.07	RMM	A386	1
05/04/1998	4.37	MKS	A386	1
05/04/1998	4.33	MKS	A386	1
05/04/1998	4.63	MKS	A386	1
05/04/1998	4.63	MKS	A386	1
05/04/1998	4.50	MKS	A386	1
05/04/1998	4.54	MKS	A386	1
05/05/1998	4.90	RMM	A386	1
05/05/1998	3.69	RMM	A386	1
05/05/1998	3.61	RMM	A386	1
05/05/1998	4.14	RMM	A386	1
05/05/1998	4.23	RMM	A386	1
05/05/1998	4.13	RMM	A386	1
05/06/1998	4.75	MKS	A386	1
05/06/1998	4.69	MKS	A386	1
05/06/1998	4.50	MKS	A386	1
05/06/1998	4.69	MKS	A386	1
05/06/1998	4.48	MKS	A386	1
05/06/1998	4.37	MKS	A386	1
05/07/1998	4.52	CMB	A386	1
05/07/1998	4.64	CMB	A386	1
05/07/1998	4.04	CMB	A386	1
05/07/1998	4.71	CMB	A386	1
05/07/1998	4.36	CMB	A386	1
05/07/1998	4.36	CMB	A386	1
05/08/1998	4.62	CMB	A386	1
05/08/1998	4.66	CMB	A386	1
05/08/1998	4.57	CMB	A386	1
05/08/1998	4.46	CMB	A386	1
05/08/1998	4.41	CMB	A386	1
05/08/1998	5.09	CMB	A386	1
05/09/1998	4.69	DRJ	A455	1
05/09/1998	4.54	DRJ	A455	1
05/09/1998	3.93	DRJ	A455	1
05/09/1998	4.62	DRJ	A455	1
05/09/1998	4.24	DRJ	A455	1
05/09/1998	4.34	DRJ	A455	1
05/10/1998	4.69	DRJ	A455	1
05/10/1998	4.06	DRJ	A455	1
05/10/1998	3.99	DRJ	A455	1
05/10/1998	4.36	DRJ	A455	1
05/10/1998	4.33	DRJ	A455	1
05/10/1998	4.94	DRJ	A455	1
05/11/1998	4.84	RMM	A455	1
05/11/1998	4.89	RMM	A455	1
05/11/1998	4.94	RMM	A455	1
05/11/1998	4.98	RMM	A455	1
05/11/1998	5.17	RMM	A455	1
05/11/1998	4.79	RMM	A455	1
05/12/1998	3.93	MKS	A455	1
05/12/1998	4.40	MKS	A455	1
05/12/1998	4.71	MKS	A455	1
05/12/1998	3.95	MKS	A455	1
05/12/1998	4.50	MKS	A455	1
05/12/1998	4.28	MKS	A455	1
05/13/1998	5.33	RMM	A455	1
05/13/1998	4.55	RMM	A455	1
05/13/1998	5.02	RMM	A455	1
05/13/1998	4.82	RMM	A455	1
05/13/1998	4.93	RMM	A455	1
05/13/1998	4.31	RMM	A455	1
05/14/1998	4.16	MKS	A455	1
05/14/1998	4.07	MKS	A455	1
05/14/1998	3.90	MKS	A455	1
